customer_id,timestamp,channel,conversion,revenue
12027,2024-01-01 01:21:00,Display Ads,0,480
12695,2024-01-01 01:22:00,Paid Search,0,0
15258,2024-01-01 01:23:00,Display Ads,0,0
32002,2024-01-01 01:24:00,Email,0,0
49504,2024-01-01 01:25:00,Email,0,0
43159,2024-01-01 01:26:00,Display Ads,0,0
23986,2024-01-01 01:27:00,Paid Search,0,0
22666,2024-01-01 01:28:00,Social Media,0,0
48660,2024-01-01 01:29:00,Email,0,0
13561,2024-01-01 01:30:00,Email,1,0
36854,2024-01-01 01:31:00,Organic,1,0
48952,2024-01-01 01:32:00,Social Media,0,0
32662,2024-01-01 01:33:00,Display Ads,0,0
18392,2024-01-01 01:34:00,Paid Search,0,0
40535,2024-01-01 01:35:00,Organic,0,0
23067,2024-01-01 01:36:00,Display Ads,0,0
33599,2024-01-01 01:37:00,Direct,0,106
45222,2024-01-01 01:38:00,Email,1,0
21837,2024-01-01 01:39:00,Direct,0,0
24039,2024-01-01 01:40:00,Email,0,0
40818,2024-01-01 01:41:00,Email,0,73
29115,2024-01-01 01:42:00,Direct,1,270
20965,2024-01-01 01:43:00,Direct,0,0
34538,2024-01-01 01:44:00,Display Ads,0,0
15056,2024-01-01 01:45:00,Organic,0,0
42482,2024-01-01 01:46:00,Organic,1,466
18110,2024-01-01 01:47:00,Direct,0,0
23773,2024-01-01 01:48:00,Display Ads,1,214
37266,2024-01-01 01:49:00,Organic,0,0
27412,2024-01-01 01:50:00,Display Ads,0,0
43270,2024-01-01 01:51:00,Display Ads,0,316
16910,2024-01-01 01:52:00,Email,0,329
35446,2024-01-01 01:53:00,Organic,0,0
10206,2024-01-01 01:54:00,Organic,1,0
31518,2024-01-01 01:55:00,Email,0,0
32361,2024-01-01 01:56:00,Direct,0,0
33419,2024-01-01 01:57:00,Email,0,0
32403,2024-01-01 01:58:00,Organic,0,0
28141,2024-01-01 01:59:00,Organic,0,0
24820,2024-01-01 02:00:00,Direct,0,0
16374,2024-01-01 02:01:00,Email,0,0
11678,2024-01-01 02:02:00,Paid Search,0,0
43827,2024-01-01 02:03:00,Paid Search,1,0
26198,2024-01-01 02:04:00,Direct,0,0
19914,2024-01-01 02:05:00,Email,1,0
37890,2024-01-01 02:06:00,Email,0,0
32299,2024-01-01 02:07:00,Display Ads,0,0
12693,2024-01-01 02:08:00,Organic,0,0
39467,2024-01-01 02:09:00,Social Media,0,0
39723,2024-01-01 02:10:00,Direct,1,0
13627,2024-01-01 02:11:00,Social Media,0,0
35939,2024-01-01 02:12:00,Social Media,0,427
31834,2024-01-01 02:13:00,Direct,1,437
28047,2024-01-01 02:14:00,Email,0,0
36105,2024-01-01 02:15:00,Direct,0,0
20230,2024-01-01 02:16:00,Social Media,0,0
25707,2024-01-01 02:17:00,Organic,1,0
31976,2024-01-01 02:18:00,Organic,0,0
33776,2024-01-01 02:19:00,Organic,0,0
40080,2024-01-01 02:20:00,Email,0,0
11306,2024-01-01 02:21:00,Paid Search,1,306
16776,2024-01-01 02:22:00,Direct,0,0
37251,2024-01-01 02:23:00,Organic,0,0
19474,2024-01-01 02:24:00,Direct,0,0
31959,2024-01-01 02:25:00,Organic,1,0
15530,2024-01-01 02:26:00,Email,1,0
39320,2024-01-01 02:27:00,Paid Search,1,0
13748,2024-01-01 02:28:00,Paid Search,0,0
41968,2024-01-01 02:29:00,Organic,0,0
42562,2024-01-01 02:30:00,Email,0,0
23545,2024-01-01 02:31:00,Display Ads,1,0
10663,2024-01-01 02:32:00,Direct,0,0
44766,2024-01-01 02:33:00,Direct,0,455
17994,2024-01-01 02:34:00,Social Media,0,0
38021,2024-01-01 02:35:00,Email,0,0
40303,2024-01-01 02:36:00,Social Media,0,227
13304,2024-01-01 02:37:00,Organic,0,0
49353,2024-01-01 02:38:00,Social Media,0,0
27675,2024-01-01 02:39:00,Paid Search,0,0
33938,2024-01-01 02:40:00,Direct,0,0
33664,2024-01-01 02:41:00,Social Media,0,0
11636,2024-01-01 02:42:00,Paid Search,0,0
30080,2024-01-01 02:43:00,Email,0,192
37728,2024-01-01 02:44:00,Social Media,0,0
36736,2024-01-01 02:45:00,Organic,0,0
38673,2024-01-01 02:46:00,Organic,0,0
47505,2024-01-01 02:47:00,Organic,0,0
10854,2024-01-01 02:48:00,Direct,0,0
34548,2024-01-01 02:49:00,Social Media,0,0
48623,2024-01-01 02:50:00,Email,1,0
17392,2024-01-01 02:51:00,Social Media,0,0
31556,2024-01-01 02:52:00,Direct,0,489
48559,2024-01-01 02:53:00,Paid Search,0,464
36309,2024-01-01 02:54:00,Direct,0,0
31919,2024-01-01 02:55:00,Organic,0,0
14931,2024-01-01 02:56:00,Paid Search,0,0
42970,2024-01-01 02:57:00,Organic,0,0
22688,2024-01-01 02:58:00,Display Ads,0,0
35342,2024-01-01 02:59:00,Direct,1,0
47157,2024-01-01 03:00:00,Direct,0,0
12327,2024-01-01 03:01:00,Email,0,0
10197,2024-01-01 03:02:00,Social Media,0,312
33509,2024-01-01 03:03:00,Paid Search,0,0
44698,2024-01-01 03:04:00,Paid Search,1,0
25087,2024-01-01 03:05:00,Email,0,0
32671,2024-01-01 03:06:00,Email,1,136
35184,2024-01-01 03:07:00,Social Media,0,0
37848,2024-01-01 03:08:00,Organic,0,0
30666,2024-01-01 03:09:00,Social Media,0,0
25708,2024-01-01 03:10:00,Direct,0,110
36370,2024-01-01 03:11:00,Organic,0,0
12811,2024-01-01 03:12:00,Display Ads,0,0
16546,2024-01-01 03:13:00,Social Media,0,323
44754,2024-01-01 03:14:00,Email,0,90
40206,2024-01-01 03:15:00,Organic,1,0
21411,2024-01-01 03:16:00,Social Media,0,0
12911,2024-01-01 03:17:00,Paid Search,0,0
11734,2024-01-01 03:18:00,Display Ads,0,0
28227,2024-01-01 03:19:00,Direct,0,0
18680,2024-01-01 03:20:00,Paid Search,0,0
29360,2024-01-01 03:21:00,Paid Search,1,0
28343,2024-01-01 03:22:00,Display Ads,1,0
15759,2024-01-01 03:23:00,Direct,0,0
33078,2024-01-01 03:24:00,Email,1,0
45153,2024-01-01 03:25:00,Organic,0,0
21111,2024-01-01 03:26:00,Direct,0,0
47504,2024-01-01 03:27:00,Social Media,0,0
11802,2024-01-01 03:28:00,Paid Search,0,0
18155,2024-01-01 03:29:00,Social Media,0,0
18120,2024-01-01 03:30:00,Email,0,0
49384,2024-01-01 03:31:00,Social Media,0,0
31918,2024-01-01 03:32:00,Direct,0,0
30445,2024-01-01 03:33:00,Social Media,0,0
40306,2024-01-01 03:34:00,Email,1,0
26646,2024-01-01 03:35:00,Email,0,372
41065,2024-01-01 03:36:00,Email,0,0
35199,2024-01-01 03:37:00,Direct,0,0
26371,2024-01-01 03:38:00,Email,0,0
21835,2024-01-01 03:39:00,Paid Search,0,0
12049,2024-01-01 03:40:00,Email,0,0
41616,2024-01-01 03:41:00,Social Media,0,0
48191,2024-01-01 03:42:00,Organic,0,0
30932,2024-01-01 03:43:00,Social Media,0,0
39855,2024-01-01 03:44:00,Organic,0,0
17158,2024-01-01 03:45:00,Social Media,0,0
17400,2024-01-01 03:46:00,Direct,0,0
25151,2024-01-01 03:47:00,Social Media,1,0
11154,2024-01-01 03:48:00,Direct,0,0
14499,2024-01-01 03:49:00,Direct,1,0
16295,2024-01-01 03:50:00,Email,0,0
22183,2024-01-01 03:51:00,Paid Search,1,0
39299,2024-01-01 03:52:00,Organic,0,0
22874,2024-01-01 03:53:00,Email,0,0
42711,2024-01-01 03:54:00,Email,1,0
15539,2024-01-01 03:55:00,Direct,0,0
12557,2024-01-01 03:56:00,Direct,0,0
48360,2024-01-01 03:57:00,Organic,0,458
26482,2024-01-01 03:58:00,Social Media,0,0
12200,2024-01-01 03:59:00,Social Media,1,0
12961,2024-01-01 04:00:00,Email,0,102
31357,2024-01-01 04:01:00,Display Ads,0,0
21969,2024-01-01 04:02:00,Display Ads,0,493
12869,2024-01-01 04:03:00,Social Media,0,0
38643,2024-01-01 04:04:00,Display Ads,0,0
34736,2024-01-01 04:05:00,Social Media,0,0
48467,2024-01-01 04:06:00,Direct,0,253
33328,2024-01-01 04:07:00,Email,0,161
35876,2024-01-01 04:08:00,Paid Search,1,0
31295,2024-01-01 04:09:00,Email,0,0
13987,2024-01-01 04:10:00,Social Media,0,0
32399,2024-01-01 04:11:00,Social Media,0,0
43986,2024-01-01 04:12:00,Email,0,65
30880,2024-01-01 04:13:00,Organic,0,0
14735,2024-01-01 04:14:00,Social Media,1,0
14555,2024-01-01 04:15:00,Display Ads,0,476
29830,2024-01-01 04:16:00,Display Ads,1,494
27429,2024-01-01 04:17:00,Social Media,0,0
16893,2024-01-01 04:18:00,Social Media,0,0
24373,2024-01-01 04:19:00,Organic,0,431
13436,2024-01-01 04:20:00,Display Ads,0,0
18754,2024-01-01 04:21:00,Social Media,0,0
20677,2024-01-01 04:22:00,Social Media,1,0
15895,2024-01-01 04:23:00,Organic,0,420
29738,2024-01-01 04:24:00,Organic,1,0
40746,2024-01-01 04:25:00,Email,0,0
42352,2024-01-01 04:26:00,Organic,0,0
49790,2024-01-01 04:27:00,Paid Search,0,428
15600,2024-01-01 04:28:00,Display Ads,0,0
39124,2024-01-01 04:29:00,Email,1,0
37643,2024-01-01 04:30:00,Paid Search,0,0
19007,2024-01-01 04:31:00,Social Media,0,127
47410,2024-01-01 04:32:00,Social Media,0,0
18208,2024-01-01 04:33:00,Email,0,0
28589,2024-01-01 04:34:00,Organic,0,385
27453,2024-01-01 04:35:00,Social Media,0,0
46212,2024-01-01 04:36:00,Direct,0,0
42635,2024-01-01 04:37:00,Email,0,232
43828,2024-01-01 04:38:00,Paid Search,0,0
28711,2024-01-01 04:39:00,Email,0,0
13420,2024-01-01 04:40:00,Display Ads,0,0
41216,2024-01-01 04:41:00,Organic,0,0
10301,2024-01-01 04:42:00,Organic,0,0
10699,2024-01-01 04:43:00,Email,0,0
10190,2024-01-01 04:44:00,Social Media,0,388
20492,2024-01-01 04:45:00,Social Media,0,0
45743,2024-01-01 04:46:00,Direct,0,0
16102,2024-01-01 04:47:00,Direct,0,0
29778,2024-01-01 04:48:00,Organic,0,0
36641,2024-01-01 04:49:00,Direct,1,0
44584,2024-01-01 04:50:00,Paid Search,0,0
42745,2024-01-01 04:51:00,Direct,0,0
33093,2024-01-01 04:52:00,Paid Search,0,0
10569,2024-01-01 04:53:00,Direct,0,0
48210,2024-01-01 04:54:00,Organic,0,0
44663,2024-01-01 04:55:00,Organic,0,0
46631,2024-01-01 04:56:00,Paid Search,0,0
17455,2024-01-01 04:57:00,Email,0,410
14014,2024-01-01 04:58:00,Organic,0,0
21093,2024-01-01 04:59:00,Email,0,0
28070,2024-01-01 05:00:00,Social Media,0,0
45777,2024-01-01 05:01:00,Paid Search,0,0
26538,2024-01-01 05:02:00,Organic,0,0
20729,2024-01-01 05:03:00,Display Ads,0,0
44177,2024-01-01 05:04:00,Social Media,1,0
10784,2024-01-01 05:05:00,Email,0,0
37751,2024-01-01 05:06:00,Organic,0,0
22533,2024-01-01 05:07:00,Paid Search,0,0
49974,2024-01-01 05:08:00,Direct,1,222
15801,2024-01-01 05:09:00,Display Ads,0,0
29190,2024-01-01 05:10:00,Email,0,0
48754,2024-01-01 05:11:00,Social Media,0,0
39592,2024-01-01 05:12:00,Paid Search,0,384
20647,2024-01-01 05:13:00,Display Ads,1,0
18716,2024-01-01 05:14:00,Paid Search,0,0
33355,2024-01-01 05:15:00,Organic,0,0
32009,2024-01-01 05:16:00,Direct,1,0
34376,2024-01-01 05:17:00,Social Media,0,0
14780,2024-01-01 05:18:00,Paid Search,0,182
12368,2024-01-01 05:19:00,Email,0,0
22039,2024-01-01 05:20:00,Organic,0,0
16655,2024-01-01 05:21:00,Organic,0,0
14495,2024-01-01 05:22:00,Social Media,0,0
20893,2024-01-01 05:23:00,Organic,0,0
35547,2024-01-01 05:24:00,Email,0,0
32386,2024-01-01 05:25:00,Paid Search,1,0
23403,2024-01-01 05:26:00,Social Media,0,398
42097,2024-01-01 05:27:00,Organic,1,0
23121,2024-01-01 05:28:00,Organic,0,74
20966,2024-01-01 05:29:00,Email,0,190
43621,2024-01-01 05:30:00,Direct,1,0
38312,2024-01-01 05:31:00,Direct,0,0
32677,2024-01-01 05:32:00,Organic,0,296
41289,2024-01-01 05:33:00,Paid Search,0,0
41024,2024-01-01 05:34:00,Social Media,0,0
14777,2024-01-01 05:35:00,Organic,0,0
39749,2024-01-01 05:36:00,Display Ads,1,0
25338,2024-01-01 05:37:00,Social Media,0,164
12491,2024-01-01 05:38:00,Direct,0,432
37236,2024-01-01 05:39:00,Organic,0,238
24599,2024-01-01 05:40:00,Email,0,0
29508,2024-01-01 05:41:00,Display Ads,0,0
13051,2024-01-01 05:42:00,Organic,0,0
31606,2024-01-01 05:43:00,Paid Search,0,0
31699,2024-01-01 05:44:00,Display Ads,0,0
10876,2024-01-01 05:45:00,Organic,1,0
42093,2024-01-01 05:46:00,Paid Search,0,60
14142,2024-01-01 05:47:00,Display Ads,0,76
25202,2024-01-01 05:48:00,Paid Search,0,0
49734,2024-01-01 05:49:00,Paid Search,0,0
17079,2024-01-01 05:50:00,Display Ads,0,0
17987,2024-01-01 05:51:00,Display Ads,1,0
49567,2024-01-01 05:52:00,Paid Search,0,0
38940,2024-01-01 05:53:00,Direct,1,0
47233,2024-01-01 05:54:00,Display Ads,0,486
27019,2024-01-01 05:55:00,Organic,1,0
28077,2024-01-01 05:56:00,Social Media,0,0
36258,2024-01-01 05:57:00,Email,1,0
31136,2024-01-01 05:58:00,Paid Search,0,0
18311,2024-01-01 05:59:00,Paid Search,0,0
27214,2024-01-01 06:00:00,Email,1,0
24098,2024-01-01 06:01:00,Direct,0,235
38251,2024-01-01 06:02:00,Email,0,0
47945,2024-01-01 06:03:00,Display Ads,0,0
35945,2024-01-01 06:04:00,Email,1,0
35316,2024-01-01 06:05:00,Paid Search,0,0
42217,2024-01-01 06:06:00,Email,0,0
18308,2024-01-01 06:07:00,Social Media,0,0
15949,2024-01-01 06:08:00,Organic,0,0
11150,2024-01-01 06:09:00,Display Ads,1,0
33944,2024-01-01 06:10:00,Email,0,0
44699,2024-01-01 06:11:00,Paid Search,0,0
19204,2024-01-01 06:12:00,Organic,1,121
11081,2024-01-01 06:13:00,Display Ads,0,0
39305,2024-01-01 06:14:00,Paid Search,0,0
26896,2024-01-01 06:15:00,Direct,0,0
17805,2024-01-01 06:16:00,Social Media,0,206
15237,2024-01-01 06:17:00,Direct,0,0
30056,2024-01-01 06:18:00,Social Media,0,0
13343,2024-01-01 06:19:00,Email,0,0
23500,2024-01-01 06:20:00,Display Ads,0,318
39375,2024-01-01 06:21:00,Email,0,0
19662,2024-01-01 06:22:00,Social Media,0,0
26964,2024-01-01 06:23:00,Social Media,0,203
18130,2024-01-01 06:24:00,Social Media,0,0
29531,2024-01-01 06:25:00,Organic,0,0
11679,2024-01-01 06:26:00,Paid Search,0,0
13506,2024-01-01 06:27:00,Display Ads,0,0
23284,2024-01-01 06:28:00,Email,0,0
17253,2024-01-01 06:29:00,Email,0,304
29128,2024-01-01 06:30:00,Direct,0,0
37932,2024-01-01 06:31:00,Social Media,0,0
19435,2024-01-01 06:32:00,Social Media,0,231
23296,2024-01-01 06:33:00,Social Media,1,308
40445,2024-01-01 06:34:00,Email,1,0
23245,2024-01-01 06:35:00,Direct,0,0
39124,2024-01-01 06:36:00,Paid Search,0,0
39899,2024-01-01 06:37:00,Organic,0,0
45247,2024-01-01 06:38:00,Display Ads,0,0
39222,2024-01-01 06:39:00,Paid Search,0,0
36211,2024-01-01 06:40:00,Email,0,0
47220,2024-01-01 06:41:00,Organic,0,0
36646,2024-01-01 06:42:00,Organic,0,0
48649,2024-01-01 06:43:00,Organic,0,0
33049,2024-01-01 06:44:00,Social Media,0,0
24069,2024-01-01 06:45:00,Display Ads,0,0
42580,2024-01-01 06:46:00,Email,0,0
41843,2024-01-01 06:47:00,Email,0,0
12849,2024-01-01 06:48:00,Organic,0,0
33289,2024-01-01 06:49:00,Email,0,496
45257,2024-01-01 06:50:00,Display Ads,0,0
19823,2024-01-01 06:51:00,Display Ads,0,0
19540,2024-01-01 06:52:00,Direct,0,0
26364,2024-01-01 06:53:00,Direct,1,0
14611,2024-01-01 06:54:00,Paid Search,1,0
37663,2024-01-01 06:55:00,Display Ads,0,0
48646,2024-01-01 06:56:00,Display Ads,0,0
40977,2024-01-01 06:57:00,Display Ads,0,0
39168,2024-01-01 06:58:00,Direct,1,424
35471,2024-01-01 06:59:00,Organic,0,0
32687,2024-01-01 07:00:00,Organic,1,0
10851,2024-01-01 07:01:00,Email,0,0
28071,2024-01-01 07:02:00,Organic,0,164
16833,2024-01-01 07:03:00,Social Media,1,433
21938,2024-01-01 07:04:00,Direct,0,0
45195,2024-01-01 07:05:00,Display Ads,0,0
36144,2024-01-01 07:06:00,Organic,0,0
14000,2024-01-01 07:07:00,Direct,0,0
15052,2024-01-01 07:08:00,Organic,0,0
45506,2024-01-01 07:09:00,Paid Search,0,0
38074,2024-01-01 07:10:00,Display Ads,0,356
48155,2024-01-01 07:11:00,Paid Search,0,0
42320,2024-01-01 07:12:00,Display Ads,1,450
48304,2024-01-01 07:13:00,Direct,0,0
13913,2024-01-01 07:14:00,Email,0,0
27450,2024-01-01 07:15:00,Organic,0,0
34107,2024-01-01 07:16:00,Organic,0,0
30764,2024-01-01 07:17:00,Social Media,0,0
30491,2024-01-01 07:18:00,Paid Search,1,0
48494,2024-01-01 07:19:00,Organic,0,92
13373,2024-01-01 07:20:00,Direct,0,0
22161,2024-01-01 07:21:00,Email,0,0
41996,2024-01-01 07:22:00,Direct,0,0
37122,2024-01-01 07:23:00,Paid Search,1,57
44850,2024-01-01 07:24:00,Social Media,0,0
37350,2024-01-01 07:25:00,Organic,0,0
37472,2024-01-01 07:26:00,Direct,0,0
38761,2024-01-01 07:27:00,Display Ads,0,0
35351,2024-01-01 07:28:00,Email,0,462
33132,2024-01-01 07:29:00,Direct,0,0
25305,2024-01-01 07:30:00,Email,0,0
19817,2024-01-01 07:31:00,Organic,0,0
21261,2024-01-01 07:32:00,Display Ads,0,0
10417,2024-01-01 07:33:00,Social Media,1,0
30358,2024-01-01 07:34:00,Social Media,1,0
13267,2024-01-01 07:35:00,Display Ads,0,0
27209,2024-01-01 07:36:00,Email,0,0
34052,2024-01-01 07:37:00,Organic,0,0
48513,2024-01-01 07:38:00,Direct,0,0
36092,2024-01-01 07:39:00,Display Ads,0,0
21338,2024-01-01 07:40:00,Paid Search,0,0
10412,2024-01-01 07:41:00,Email,1,85
17543,2024-01-01 07:42:00,Social Media,1,0
43496,2024-01-01 07:43:00,Display Ads,0,0
33548,2024-01-01 07:44:00,Social Media,0,0
37384,2024-01-01 07:45:00,Email,0,50
48756,2024-01-01 07:46:00,Social Media,0,118
28888,2024-01-01 07:47:00,Display Ads,0,0
45735,2024-01-01 07:48:00,Email,0,0
27506,2024-01-01 07:49:00,Paid Search,1,0
30463,2024-01-01 07:50:00,Display Ads,0,0
27955,2024-01-01 07:51:00,Direct,0,0
47841,2024-01-01 07:52:00,Organic,0,0
15104,2024-01-01 07:53:00,Display Ads,0,446
44911,2024-01-01 07:54:00,Email,0,0
33190,2024-01-01 07:55:00,Organic,1,0
17357,2024-01-01 07:56:00,Display Ads,0,0
42479,2024-01-01 07:57:00,Paid Search,0,0
46208,2024-01-01 07:58:00,Paid Search,0,342
30150,2024-01-01 07:59:00,Direct,0,0
15644,2024-01-01 08:00:00,Social Media,1,0
12914,2024-01-01 08:01:00,Organic,0,0
31352,2024-01-01 08:02:00,Email,1,0
24397,2024-01-01 08:03:00,Email,0,0
10728,2024-01-01 08:04:00,Social Media,0,280
10698,2024-01-01 08:05:00,Paid Search,0,0
49954,2024-01-01 08:06:00,Paid Search,0,0
23923,2024-01-01 08:07:00,Display Ads,0,378
26779,2024-01-01 08:08:00,Direct,0,0
17400,2024-01-01 08:09:00,Organic,0,0
34466,2024-01-01 08:10:00,Direct,0,0
46939,2024-01-01 08:11:00,Direct,0,0
14360,2024-01-01 08:12:00,Display Ads,0,441
45270,2024-01-01 08:13:00,Direct,0,0
27101,2024-01-01 08:14:00,Social Media,0,0
42307,2024-01-01 08:15:00,Display Ads,0,0
15486,2024-01-01 08:16:00,Social Media,0,0
18335,2024-01-01 08:17:00,Display Ads,0,0
31364,2024-01-01 08:18:00,Direct,0,0
47259,2024-01-01 08:19:00,Social Media,0,0
33576,2024-01-01 08:20:00,Social Media,0,0
41667,2024-01-01 08:21:00,Social Media,1,0
21130,2024-01-01 08:22:00,Display Ads,0,0
31972,2024-01-01 08:23:00,Email,0,0
11167,2024-01-01 08:24:00,Direct,0,0
37192,2024-01-01 08:25:00,Social Media,0,0
11062,2024-01-01 08:26:00,Organic,1,0
28540,2024-01-01 08:27:00,Email,0,0
34244,2024-01-01 08:28:00,Organic,1,0
31545,2024-01-01 08:29:00,Direct,1,0
31689,2024-01-01 08:30:00,Direct,0,0
21174,2024-01-01 08:31:00,Social Media,0,400
32925,2024-01-01 08:32:00,Social Media,0,0
47497,2024-01-01 08:33:00,Display Ads,0,212
19348,2024-01-01 08:34:00,Email,0,0
33714,2024-01-01 08:35:00,Email,0,228
48102,2024-01-01 08:36:00,Social Media,0,0
18924,2024-01-01 08:37:00,Direct,0,0
47098,2024-01-01 08:38:00,Social Media,0,315
34394,2024-01-01 08:39:00,Direct,1,0
16801,2024-01-01 08:40:00,Direct,0,0
47614,2024-01-01 08:41:00,Social Media,1,0
16731,2024-01-01 08:42:00,Paid Search,0,0
33625,2024-01-01 08:43:00,Email,0,0
27337,2024-01-01 08:44:00,Organic,0,0
45307,2024-01-01 08:45:00,Direct,0,0
17056,2024-01-01 08:46:00,Direct,0,0
21516,2024-01-01 08:47:00,Paid Search,0,462
11542,2024-01-01 08:48:00,Organic,1,0
31677,2024-01-01 08:49:00,Display Ads,0,0
49081,2024-01-01 08:50:00,Paid Search,0,0
37569,2024-01-01 08:51:00,Organic,1,482
33322,2024-01-01 08:52:00,Paid Search,0,0
29065,2024-01-01 08:53:00,Direct,0,411
27924,2024-01-01 08:54:00,Email,0,0
32556,2024-01-01 08:55:00,Paid Search,1,0
36962,2024-01-01 08:56:00,Display Ads,0,0
38295,2024-01-01 08:57:00,Social Media,0,0
23807,2024-01-01 08:58:00,Organic,0,0
36432,2024-01-01 08:59:00,Paid Search,1,0
27749,2024-01-01 09:00:00,Paid Search,0,0
36256,2024-01-01 09:01:00,Display Ads,1,0
47080,2024-01-01 09:02:00,Email,0,0
11324,2024-01-01 09:03:00,Paid Search,0,0
35731,2024-01-01 09:04:00,Paid Search,0,0
45909,2024-01-01 09:05:00,Email,0,0
33803,2024-01-01 09:06:00,Display Ads,1,0
29870,2024-01-01 09:07:00,Organic,0,61
44578,2024-01-01 09:08:00,Organic,0,0
16588,2024-01-01 09:09:00,Paid Search,0,0
48069,2024-01-01 09:10:00,Email,0,0
36790,2024-01-01 09:11:00,Paid Search,0,0
35289,2024-01-01 09:12:00,Social Media,0,0
38178,2024-01-01 09:13:00,Organic,0,0
38710,2024-01-01 09:14:00,Direct,0,0
25485,2024-01-01 09:15:00,Social Media,0,299
30652,2024-01-01 09:16:00,Paid Search,0,0
14748,2024-01-01 09:17:00,Display Ads,0,0
31233,2024-01-01 09:18:00,Organic,0,0
19435,2024-01-01 09:19:00,Direct,0,0
13709,2024-01-01 09:20:00,Social Media,1,0
40355,2024-01-01 09:21:00,Organic,0,0
23116,2024-01-01 09:22:00,Email,1,448
35470,2024-01-01 09:23:00,Display Ads,1,0
49298,2024-01-01 09:24:00,Social Media,0,288
24683,2024-01-01 09:25:00,Email,0,0
10504,2024-01-01 09:26:00,Paid Search,1,0
